termid,courseid,title,prof_string,all_listings_string,area,prereqs,descrip
"1164","012551","Molecular Modeling Methods","Athanassios Z. Panagiotopoulos","CBE 422","STN","COS 126 or equivalent  and MAE 305 or equivalent..","This course offers an introduction to computational chemistry and molecular simulation methods. Computational chemistry involves using quantum mechanical models to obtain the electronic structure of atoms and molecules. Monte Carlo and Molecular Dynamics methods use input from quantum chemistry and empirical potentials to obtain equilibrium and non-equilibrium properties of fluids and materials. As computer power continues its exponential growth  these methods find increasing applications in engineering  chemistry  physics and biology."
"1164","013486","Topics in Arabic Language and Culture - Selections from the Abbasid Period","Thomas H. Hefter","ARA 404","LA","Successful completion or ARA 301 or permission of the instructor..","Introduces the conventions of major genres of history  belles-lettres and religious thought of the Abbasid era (750-1258 CE). Primary emphasis on reading comprehension and developing confidence in approaching classical sources. Conducted in Arabic  apart from translation exercises  and will also develop skills in writing  through projects  and speaking  through discussions and presentations. Course is divided into one or two-week units  focusing on excerpts from major texts. Students to complete major reading/writing project on a text of choosing."
"1164","009563","Social Lives  Social Forces","Carol J. Greenhouse","ANT 232","SA","","This seminar takes up the connection between authority and obligation as a cultural question. We draw on diverse sources (anthropology  case studies  social theory  literature  public documents  art  etc.) to probe conceptual and real-life gray zones between individual and community  liberty and constraint  state and private sector. We consider formal and informal institutions (e.g.  courts  legislatures  police  workplaces  families) and a range of formal and informal norms (from court rulings to common sense). Authority and obligation emerge as complex social relations that shape and are shaped within and across cultural contexts."
"1164","007932","Seminar on Education-Theory and Practice","Jason R. Klugman","TPP 401","","Prerequisites: See Teacher Preparation Program requirements. Course requires admission into the Teacher Preparation Program. Enrollment limited to students doing their practice teaching (TPP 402) except by special permission from the program director..","Seminar taken concurrently with Practice Teaching (TPP402). Students investigate the processes of curriculum development and implementation  develop learning goals and rubrics for assessment  study national and local issues in education and their impact on schools  examine current philosophies and effective practices  reflect on their work and evaluate their performance as practice teachers."
"1164","012663","South Asian Popular Culture","Robert L. Phillips","SAS 322","SA","","The course will provide an introduction to several South Asian popular culture forms and their study. Popular culture forms and practices to be discussed will include comics  film  music  visual culture (posters  calendar art  photography  etc.)  clothing  and sport  with attention given to their historical and contemporary contexts."
"1164","004149","Multivariable Calculus","Yong Hou Jonathan Kommemi Rafael Montezuma Pinheiro Cabral Fabio Giuseppe Pusateri","MAT 201","QR","MAT 104 or equivalent..","Vectors in the plane and in space  vector functions and motion  surfaces  coordinate systems  functions of two or three variables and their derivatives  maxima and minima and applications  double and triple integrals  vector fields and Stokes's theorem."
"1164","011132","Mind  Body  and Bioethics in Japan and Beyond","Amy B. Borovoy","EAS 312 ANT 312","EM","One course in East Asian Studies or one course in cultural anthropology preferred..","The seminar will examine key concepts of the mind  the body  and the nature-culture distinction. We will study these issues in the context of Japanese beliefs about the good society  making connections between \"lay culture \" Japanese notions of social democracy  and \"science culture.\" Topics include: diagnosis and care of the mentally ill  the politics of disability  notions of human life and death  responses to bio-technology  the management of human materials such as organs  cultural definitions of addiction and co-dependency  and the ethics of human enhancement."
"1164","004893","Introduction to Metaphysics and Epistemology","Gideon A. Rosen","PHI 203","EC","","An introduction to central questions of philosophy. Topics include: The rationality of religious belief  our knowledge of the external world  freedom of the will and the identity of persons over time."
"1164","013104","Bodies in Cultural Landscapes","Patricia Hoffbauer","FRS 160","LA","","See website"
"1164","010700","Religion in the Americas Workshop","Judith Weisenfeld","REL 524","","REL 523.","A weekly  year-long workshop focused on the current research of visiting presenters  current students  and faculty in American religious history. Designed primarily for Ph.D. students in the field  but is open as well to undergraduate concentrators with a strong background in the study of American religion and culture. Note: REL 523 (fall) and REL 524 (spring) constitute this year-long workshop. In order to receive credit and/or a grade  students must take the course both semesters."
"1164","013572","Politics in the Age of Digital Media","Young Mie Kim","POL 478 COS 478","SA","","This course is a seminar designed for advanced undergraduate students and graduate students who have an interest in the role digital media play in politics. Through this course  students have opportunities to examine the role of digital media and its implications for political communication with the enduring \"big\" questions that have been raised in the study of politics in a democratic society. Topics include information abundance and misinformation  partisan outlets and polarization  data analytics and microtargeting in election campaigns  \"new\" types of group politics exemplified in MoveOn  Tea Parties."
"1164","005198","Advanced Condensed Matter Physics II","Bogdan A. Bernevig","PHY 536 MSE 577","","","Course introduces and present ongoing theoretical investigations of new research topics in condensed matter physics: topological insulators and Chern numbers  topological superconductors  the fractional quantum Hall effect and non-abelian statistics  as well as new high-temperature superconductors. The techniques needed to deal with such systems  such as Chern numbers  topological band theory  Berry phases  conformal field theory  Chern-Simons theory  t-J models  Gutzwiller wavefunctions  Hubbard models  are explained."
"1164","001205","Creative Writing (Poetry)","Michael C. Dickman Meghan E. O'Rourke James Richardson Tracy K. Smith Monica Y. Youn","CWR 202","LA","Interested students complete an application (arts.princeton.edu/cwr-app) and include a writing sample of 3-4 pages of poetry. No prerequisites. Application deadline is November 22  2015..","Practice in the original composition of poetry supplemented by the reading and analysis of standard works. Criticism by practicing writers and talented peers encourages the student's growth as both creator and reader of literature. This class is open to beginning and intermediate students by application."
"1164","013121","Physics for the Life Sciences","Jason L. Puchalla","PHY 108","","No course prerequisite. Completion of laboratory experiments is mandatory. A working knowledge of algebra (up to quadratic equations) and trigonometry (solving triangles  vector projection) is required. Students will be introduced to a limited number of concepts in calculus but no prior knowledge is assumed. PHY 102  PHY 104  PHY 106 are considered equivalent courses and cannot be taken multiple times for credit. PHY 101  PHY 103  PHY 105 may be taken in conjunction with this course for credit..","This new one semester physics course with lab is designed to introduce life science students to selected topics in physics. The course is broadly organized around 4 major concepts: Fluids; Oscillators (including basic electric circuits); Radiation & Electromagnetism; and Optics & Imaging. Specific topics are chosen to be directly relevant to modern life science research and techniques. Lectures are carried out in a lab-like setting and use hands-on demos to introduce material. Weekly help sessions will be offered through the McGraw Center."
"1164","007221","Black & White Photography","Deana Lawson","VIS 212","LA","","An Introduction to the processes of analog photography through a series of problems directed toward the handling of film-based cameras  light-sensitive paper  darkroom chemistry  and printing. Weekly laboratory sessions will explore the critical issues of working with black and white imagery today  supported by slide lectures  readings  and discussions of photography as a documentary tool  a political device  an art form. Class critiques of student work are augmented by feedback from guest photographers."
"1164","004914","Theory of Knowledge","Gilbert H. Harman","PHI 313","EC","","This course will examine central issues in contemporary epistemology. Topics covered will include the following: skeptical arguments that all we can really know about are our own private thoughts and experiences; the nature of testimony and our dependence upon others (including others far removed from us in space and time) for much of what we ordinarily take ourselves to know; questions about what makes an argument rationally compelling. Why (if at all) should we value knowing the truth?"
"1164","011912","Biotechnology","Jane Flint","MOL 433 CBE 434","STN","MOL 342 or MOL 345  or permission of the Instructor.","This course will consider the principles  development  outcomes and future directions of therapeutic applications of biotechnology  with particular emphasis on the interplay between basic research and clinical experience. Topics to be discussed include production of hormones and other therapeutic proteins  gene therapy  oncolytic viruses  and stem cells. Reading will be from the primary literature."
"1164","002357","Energy Conversion and the Environment: Transportation Applications","Michael E. Mueller","MAE 427 ENE 427","","MAE 221 and MAE 222 or equivalent  or by permission of instructor..","Overview of energy utilization in and environmental impacts of propulsion systems for ground and air transportation. Roughly half of the course will be devoted to reciprocating engines for ground transportation  and the other half of the course will be devoted to gas turbine engines for air transportation. The course will focus on device efficiency/performance and emissions with future outlooks for improvements in these areas including alternative fuels and alternative device concepts. Relevant thermodynamics  chemistry  fluid mechanics  and combustion fundamentals will be reviewed or introduced and will permeate the course material."
"1164","000489","Elementary Arabic II","Nancy A. Coffin  Gregory J. Bell Thomas H. Hefter","ARA 102","","ARA 101 or Permission of Instructor..","This course continues the study of Modern Standard Arabic and spoken colloquial Arabic commenced in Arabic 101. Emphasis in class is placed on active use of grammatical points introduced in the book; reading and writing increasingly longer texts; further vocabulary acquisition  and continued practice in listening and speaking Modern Standard and spoken colloquial Arabic."
"1164","001043","Principles of Macromolecular Structure: Protein Folding  Structure and Design","Michael H. Hecht Grant S. Murphy","CHM 542 MOL 542","","","This course will be taught from the scientific literature. We will begin the semester with several classic papers on protein folding. As the semester progresses  we will read about protein structure  stability  and folding pathways. The latter part of the semester will focus on recent papers describing new research aimed toward the construction of novel proteins from \"scratch.\" These papers will cover topics ranging from evolution in vitro to computational and rational design. The course will end by discussing the possibility of creating artificial proteomes in the laboratory  and further steps toward synthetic biology."
"1164","013574","Introduction to Coptic Language and Literature","Alexander G. Kocar","REL 301","","","Emerging in the first and second centuries of the Common Era  Coptic is a syncretistic language of ancient Egypt  transliterated with Greek and Demotic letterforms. Although it is no longer spoken today outside of its role in Coptic Christian liturgies  it was once the language of Roman and Late Antique Egypt. This course will introduce students to the fundamentals of Coptic grammar and prepare them by course's end to read ancient Coptic literature. In addition  this course will introduce students to some of the basic skills required in Coptic studies today."
"1164","001477","Microeconomic Policy","Jakub Kastl","ECO 581","","","Drafts of papers  articles  and chapters of dissertations or books  prepared by graduate students  faculty members  or visiting scholars  are exposed to critical analysis by a series of seminars organized by field. The chief objectives are for the writers to receive the benefit of critical suggestions  for all participants to gain experience in criticism and uninhibited oral discussion  and for students and faculty members to become acquainted with the research work going on in the department. Third- and fourth-year graduate students are expected to attend; first-and second-year students and faculty members are invited to attend."
"1164","013040","Into the Woods! What Disney Didn't Tell You About Fairy Tales","Volker Schröder","FRS 140","LA","","See website"
"1164","005148","Principles of Quantum Mechanics","Herman L. Verlinde","PHY 208","STN","MAT 204 or MAT 217 and PHY 205 or PHY 207. If PHY 104  PHY 106  or ISC 234 have not been completed  one of them must be taken concurrently..","This is the Physics Department's introductory quantum mechanics course. Its intent is to present the subject in a fashion that will allow both mastery of its conceptual basis and techniques and appreciation of the excitement inherent in looking at the world in a profoundly new way. Topics to be covered include: state functions and the probability interpretation  the Schroedinger equation  uncertainty principle  the eigenvalue problem  angular momentum  perturbation theory  and the hydrogen atom."
"1164","000533","The Arts of Japan","Andrew M. Watsky","ART 217 EAS 217","LA","","ART 217 surveys the arts of Japan from the pre-historic period through the present day. Painting  sculpture  and architecture form the core of study  though we will also examine the critical role of other forms  including calligraphy  lacquer  and ceramics. Throughout the course we will take close account of the broader cultural and historical contexts in which art was made. Our topics include the ongoing tension in Japanese art between the foreign and the indigenous  the role of ritual in Japan's visual arts  the re-uses of the past  the changing loci of patronage  and the formats and materials of Japanese art."
"1164","011337","Climate Science and Communications","Michael D. Lemonick Flora Lichtman","ENV 316","","Strong interest in science and communications; no previous coursework or experience necessary..","In order to address the risks of climate change  people need accurate information. Most of this information comes from the world of science and requires translation. The role of science communicators is crucial. The goal of this course is to give students the technical  narrative and critical-evaluation skills needed to communicate climate science in both print and video. The course begins with an overview of the state of climate science and communications. We then discuss critical elements of journalism  and apply those discussions in a series of writing assignments. The last weeks focus on video production using Final Cut Pro software."
"1164","002330","Mathematics in Engineering II","Naomi Oppenheimer","MAE 306 MAT 392","","MAE 305 or MAT 301.","This course provides an introduction to partial differential equations  covering PDEs of relevant interest in engineering and science problems. The material covered includes: (i) Complex analysis  including complex functions and series  (ii) Fourier series  integrals  and transforms  (iii) Solutions of partial differential equations  (iv) Conformal mapping and Potential theory  and (v) Applications of all the above. The material will be covered in three weekly lectures  plus one weekly AI session. Grades will be determined from weekly homework assignments  class/precept participation  the two midterm exams  and the final exam."
"1164","002073","Computer Graphics","Adam Finkelstein","COS 426","","COS 217 and COS 226. MAT 202 or equivalent recommended..","Introduction to computer graphics. Topics include image synthesis  3D modeling  image processing and animation. Encourage hands-on experience."
"1164","013568","Leaders and the Making of U.S. Foreign Policy","Keren Yarhi-Milo","POL 394","SA","","How do US presidents make foreign policy decisions? The class will review the constraints  dilemmas  risks and opportunities that American presidents face during international crises and wars. It will expose students to alternative explanations for how states make foreign policy  with an emphasis on the decision-making process. We will critically analyze the decision-making process that led to the undertaking of major and historical decisions in the US history  and will conduct simulations of potential crisis scenarios."
"1164","000726","Cosmology","Neta A. Bahcall","AST 401 PHY 401","","MAT 201 and MAT 202 and PHY 207 or 205 (and PHY 208 (recommended).","A general review of extragalactic astronomy and cosmology. Topics include the properties and nature of galaxies  clusters of galaxies  superclusters  the large-scale structure of the universe  evidence for the existence of Dark Matter and Dark Energy  the expanding universe  the early universe  and the formation and evolution of structure."
"1164","002627","The Later Romantics","Susan J. Wolfson","ENG 341","LA","","The flamboyant second generation of British Romantics: Keats  Percy Shelley  Mary Shelley  Byron  Hemans  Austen. Careful attention to texts--ranging from novels  to odes  to romances  and modern epics--in historical and cultural contexts  with primary focus on literary imagination."
"1164","002100","Computational Complexity","Sanjeev Arora","COS 522","","COS 423.","Introduction to research in computational complexity theory. Computational models: nondeterministic  alternating  and probabilistic machines. Boolean circuits. Complexity classes associated with these models: NP  Polynomial hierarchy  BPP  P/poly  etc. Complete problems. Interactive proof systems and probabilistically checkable proofs: IP=PSPACE and NP=PCP (log n  l). Definitions of randomness. Pseudorandomness and derandomizations. Lower bounds for concrete models such as algebraic decision trees  bounded-depth circuits  and monotone circuits."
"1164","008343","Religion and Secularism","Brendan J. Wright","WRI 133","","","See the Princeton Writing Program website."
"1164","000563","Medieval Architecture","Alexander K. Harper","ART 315 ARC 315","LA","","A survey of Western architecture and urban design from ca. 300 to ca. 1500 A.D  with a particular emphasis on Italy  Germany  and France. The aim will be to explore the major developments in religious and secular architecture in the West from Early Christian times to the Renaissance. Various aspects of architecture will be considered (patronage  functional requirements  planning  form  structure  construction techniques  symbolism  decoration) with the aim of attaining as complete an understanding as possible of architectural developments and urban design in their historical context."
"1164","001457","Topics in Labor Economics","Orley C. Ashenfelter Alan B. Krueger Alexandre Mas","ECO 532","","","The course surveys both the theoretical literature and the relevant empirical methods and results in selected current research topics in labor economics."
"1164","007223","Introductory Sculpture","Martha Friedman Pamela E. Lins","VIS 222","LA","","A studio introduction to sculpture  particularly the study of form  concept  fabrication and the influence of a wide variety of materials and processes on sculpture and its consequences. Students will develop an understanding of contemporary sculpture and a basic facilities in woodworking  metalworking  carving and casting."
"1164","012150","Functional Analysis","Peter Constantin","MAT 520","","MAT 314/320  332; MAT 317/330 or MAT331/335 helpful but not required; or permission by instructor..","Basic introductory course to modern methods of analysis. Topics include Lp spaces  Banach spaces  uniform boundedness principle  closed graph theorem  locally convex spaces  distributions  Fourier transform  Riesz interpolation theorem  Hardy-Littlewood maximal function  Calderon-Zygmund theory  oscillatory integrals  almost orthogonality  Sobolev spaces  restriction theorems  spectral theory of compact operators. Applications to partial differential equations and probability theory are presented."
"1164","013579","Contemporary China","Yu Xie","SOC 307","SA","","This course provides an overview of contemporary Chinese society. Chinese society is best understood through a number of different intrinsically-linked and mutually-interdependent aspects. For this reason  we will explore its history  cultural practices  government  economy  and family structure."
"1164","004414","Instrumental Music: The Symphony from Haydn to Stravinsky","Scott G. Burnham","MUS 225","LA","Required background for enrollment: any prior course in music or some ability to read music..","Consideration of the symphony from the mid-eighteenth century to the mid-twentieth century  both in terms of musical procedures & cultural significance. The course is designed primarily for non-concentrators. The focus will be on intensive listening  minimal ability to follow musical notation helpful."
"1164","012310","Introduction to Formal Semantics","Edwin S. Williams","PHI 346 LIN 346","EC","Students should have basic familiarity with logical formulas (or an ability to acquire it quickly)..","We will study a formal approach to meaning that develops a technical framework for assigning meanings to expressions (primarily English ones) that makes use of functions and sets. This is a course for anyone interested in how formal methods can be applied to the study of language. The course covers material that is essential for any prospective student of linguistics or philosophy of language."
"1164","005334","Comparative Political Economy","John B. Londregan","POL 352","SA","Students are expected to have had ECO 101 and 102 and MAT 103 (or the equivalent of these three courses). Students who have taken ECO 300 (or ECO 310) will find the material in this course to be more transparent  and students who have not already taken POL 347 are encouraged to enroll in it concurrently..","This course forms part of the political economy core  and it introduces political economy models in the context of comparative politics. The course will emphasize the interaction between political institutions and economic goals and it will illustrate the application of the analytical and empirical methods developed in the other core courses in political economy. The course will apply the tools of political economy to understand the reasons for the differences among countries' levels of economic and political development  and to explain the interconnectedness of political and economic outcomes."
"1164","001794","Senior Independent Work","A. James Link","CBE 452","","","A one semester study of an important problem or topic in chemical and biological engineering. Projects may be experimental  computational  or theoretical. Topics selected by the students from suggestions by the faculty. Written report required."
"1164","008867","A Nation of Immigrants","Maria A. Medvedeva","WRI 159","","","See the Princeton Writing Program website."
"1164","013521","Sonic Cinema: Music  Noise  and the Moving Image","Amy M. Herzog","VIS 336 MUS 302","LA","","This course will explore the use of sound in relation to moving images  including film scoring  musicals  soundtracks  music videos  and experimental sound and video art. Significant attention will be devoted to digital technology and media soundscapes and we will return to several questions throughout the course: How does sound reinforce regimes of audiovisual representation? How does it disrupt them? To what political ends do artists deploy sound  music  and noise? What role does technology play in their effectiveness? Screenings will range from Hollywood blockbusters and immersive media to fine art  video games  and independent cinema."
"1164","007320","Atmospheric and Oceanic Wave Dynamics","Sonya A. Legg","AOS 572","","","Observational evidence of atmospheric and oceanic waves; laboratory simulation. Surface and internal gravity waves; dispersion characteristics; kinetic energy spectrum; critical layer; forced resonance; instabilities. Planetary waves: scale analysis; physical description of planetary wave propagation; reflections; normal modes in a closed basin. Large-scale barclinic and barotropic instabilities. Eady and Charney models for barclinic instability  and energy transfer."
"1164","005800","Topics in Environmental Studies - Hormonally Active Pollutants","Joan Ruderman","ENV 305","","","A large number of common chemicals designed for one purpose are now known to have a second  completely unexpected ability to mimic or interfere with estrogen or testosterone. Examples include bisphenol A (BPA) and phthalates that leach from many plastics  DDT and other pesticides  and tributyltins in marine anti-fouling paints. Many of these end up as personal or environmental contaminants. There is growing evidence that exposure to hormonally active pollutants can interfere with health and reproduction in both humans and wildlife. This seminar examines landmark discoveries  explores current research  and looks at emerging regulatory action."
"1164","002363","Automatic Control Systems","Clarence W. Rowley","MAE 433","","MAE 305 or permission of instructor..","To develop an understanding of feedback principles in the control of dynamic systems  and to gain experience in analyzing and designing control systems in a laboratory setting."
"1164","005211","Biophysics","Robert H. Austin","PHY 561","","","The course presents a broader view of biological physics. While the course starts with an overview of the fundamentals of biological physics  using Frauenfelder's text book as a guide  the course will move on to higher levels of biological systems  using evolution and ecology as our primary organizing principles. The course will have a section on the Physics of Cancer at the end."
"1164","011355","From Molecules to Systems to Behavior","Jonathan D. Cohen","NEU 502 MOL 502","","Successful completion of NEU 501A or Instructor's permission..","A survey of modern neuroscience in lecture format that covers experimental and theoretical approaches to understanding how the brain works  spanning from the molecular and cellular to the systems and cognitive levels of analysis. It is organized into modules  each of which focuses on the neural mechanisms responsible for a specific subsystem or process  including perception  attention  learning  memory  decision making  executive function  motor control  emotion and motivation  and brain development. This is the second term of a double-credit core lecture course required of all Neuroscience Ph.D. students."
"1164","009151","The Political Economy of Health Systems","Uwe E. Reinhardt","WWS 597","","","This course explores the professed and unspoken goals nations pursue with their health systems and the alternative economic and administrative structures different nations use to pursue those goals. The emphasis in the course will be on the industrialized world  although some time can be allocated later in the course to approaches used in the developing countries  if students in the course desire it."
"1164","003531","Problems in Byzantine History - Rethinking the 11th Century in Byzantium","John F. Haldon","HIS 542 HLS 542 MED 542","","","The eleventh century is now generally seen as a period of economic expansion in the Byzantine and east Mediterranean world  on the one hand  but of military and political collapse on the other  chiefly as a result of the defeat at the battle of Manzikert in 1071 at the hands of the Selcuk Turks. Is this picture justified? How do contemporary sources view the empire and its politics at this time? What is the nature of the evidence for both the economic and social and political history of the empire? This course will re-examine key sources for the period to see how far the currently-accepted view is justified."
"1164","002401","Viscous Flows and Boundary Layers","Howard A. Stone","MAE 552 CBE 557","","","An introduction to the mechanics of viscous flows. The kinematics and dynamics of viscous flows. Exact solutions to the Navier-Stokes equations. Lubrication theory. The behavior of vorticity. The boundary layer approximation. Laminar boundary layers with and without pressure gradients. Introduction to stability. Introduction to turbulence."
"1164","011102","The Ancient Egyptian Body","Deborah A. Vischak","ART 395","LA","","In this course we will examine ancient Egyptian art and architecture (primarily from the pharaonic period  c. 3000 BCE to c. 1000 BCE) using the body as a visual and conceptual theme. Utilizing art historical and archaeological methods  we will analyze sculpture  relief  painting  drawing  and architecture  as well as objects used to adorn and encase bodies both living and dead  emphasizing the context and interrelationships of these materials as they relate to the body and the corporeality of Egyptian society and culture."
"1164","007945","Structures and the Urban Environment","Maria E. Garlock","CEE 262 ARC 262 EGR 262 URB 262 ART 262","LA","","This course focuses on structural engineering as a new art form begun during the Industrial Revolution and flourishing today in long-span bridges  thin shell concrete vaults  and tall buildings. Through critical analysis of major works students are introduced to the methods of evaluating structures as an art form. Students study the works and ideas of individual structural artists through their elementary calculations  their builder's mentality and their aesthetic imagination. Students examine contemporary exemplars that are essential to the understanding of 21st century structuring of cities with illustrations taken from various cities."
"1164","013542","Mortality at the Margins: Race  Inequality and Health Policy in the United States","Alecia J. McGregor","GHP 409 AAS 410","SA","","This course will critically examine the unequal distribution of disease and mortality in the United States along the axes of race  ethnicity  class and place. Through in-depth engagement with case studies  critical historical texts and public health literature we will explore why individuals from some race/ethnicities  class backgrounds  and geographies are more vulnerable to premature death and adverse outcomes than others. Student work will culminate in a policy memo and a presentation  allowing them to hone valuable skillsets for future participation in the research and policy processes."
"1164","001124","Ancient Literary Criticism","Andrew L. Ford","CLA 513 COM 516 HLS 513","","","A close reading of Aristotle's \"Poetics\" with selections from related texts."
"1164","009747","Gold  Gods  Kink  and the Modern Fetish","Yaron S. Aronowicz","WRI 188","","","See the Princeton Writing Program website."
"1164","011356","From Molecules to Systems to Behavior","Jonathan D. Cohen Leigh E. Nystrom Mark A. Pinsk","NEU 502 MOL 502","","Successful completion of NEU 501B or Instructor's permission..","This lab course introduces students to the variety of experimental and computational techniques and concepts used in modern cognitive neuroscience. Topics include functional magnetic resonance imaging  scalp electrophysiological recording  and computational modeling. In-lab lectures provide students with the background necessary to understand the scientific content of the labs  but the emphasis is on the labs themselves  including student-designed experiments using these techniques. This is the second term of a double-credit core lab course required of all Neuroscience Ph.D. students."
"1164","007258","Advanced Painting","Pamela E. Lins","VIS 404","LA","VIS 203/204 or VIS 309.","Painting has always entailed artists establishing a particular link between thinking  seeing and making. This course explores a variety of possible \"equations\" by which a painting gets made. Students will experiment with different media and approaches: direct observation  ways to use photography  digital images and post-digital imagery. Translation and transformation will be emphasized. Experimentation will provoke students to work in new and unpredictable ways  as well as enable them to discover and develop their own artistic preoccupations. Slide lectures  critiques  and weekly assignments with readings are integrated into studio practice."
"1164","008872","Topics in Policy Analysis (Half-Term) - ICT for International Development","Patricia N. Mechael","WWS 594","","","Information and communication technologies (ICTs) are rapidly growing in significance in sectors such as health  agriculture  finance  education  democracy and governance. The aim of this course is to provide a practical framework for students to apply participatory approaches to ICT to accelerate development with a special focus on low and middle-income countries. Using the \"principles for digital development\" as a lens  we will explore ways that mobile phones  tablets  sensors  drones and other computer-based applications and tools can be designed and implemented for social change."
"1164","012631","Advanced Hindi-Urdu II","Fauzia Farooqui","HIN 302 URD 302","LA","HIN 301 / URD 301 or equivalent proficiency. See instructor for placement..","This literature and arts course focuses on Hindi and Urdu literary texts and tradition  using literary materials including fiction  poetry  and creative essays while also focusing on historical and literary contexts. Materials represent a range of genres  topics  and trends. Literary texts are supplemented with film and documentary selections  author interviews  etc. Reading and writing assignments are provided in both Hindi and Urdu- students choose their preferred script. Class time is devoted to in-depth discussion and analysis of materials. Literary workshops and sessions will be organized in connection with the course."
"1164","011942","Boundary Layer Meteorlogy","Elie R. Bou-Zeid","CEE 588","","","This course covers the basic dynamics of the Atmospheric Boundary Layer (ABL) and how it interacts with other environmental and geophysical flows. Topics to be covered include: mean  turbulence  and higher order flow equations  turbulence closure models for the ABL  similarity theories  surface exchanges and their impact on the stability of the atmosphere  the different ABL flow regimes  its role in the hydrologic cycle  the fundamentals of scalar (pollutant  water vapor  etc) transport  modeling and measurement approaches for the ABL  and the role and representation of the ABL in large-scale atmospheric flows and models."
"1164","002963","Ocean  Atmosphere  and Climate","Alison R. Gray","GEO 202","STL","High School biology  chemistry and calculus..","An introduction to the ocean  atmosphere  and climate from the perspective of oceanography. Covers coastal processes including waves  beaches  tides and ecosystems; open ocean processes including atmospheric circulation and its impact on the surface ocean  the wind driven circulation  and surface ocean ecosystems; and the abyssal ocean including circulation  the cycling of chemicals  and ocean sediments and what they tell us about the climate history of the earth. The final part of the course will cover humans and the earth system  including a discussion of ocean resources and climate change."
"1164","002713","The Romantic Period - Romanticism & the Inventions of Childhood","Susan J. Wolfson","ENG 550","","","How is childhood \"invented\"? Children have always been  and we have all been children. But it wasn't until the late 18th C. that \"childhood\" as a distinct category of consciousness really took shape  and Romanticism is credited with \"inventing childhood\" in these terms  with a particular interest in children's (sometimes unknowable) inventions. Our readings span \"Long Romanticism\" and along the way take up questions of gender and sexuality  race and culture  poetic form and imagination  narratology and temporal ventriloquism. Literary adventures (poetry  stories  novels  essays) are enhanced by some critical and cultural reflections."
"1164","000990","Organic Chemistry II with Biological Emphasis","Henry L. Gingrich Martin F. Semmelhack","CHM 304","STL","Prerequisite: CHM 301 or CHM 303. Course is open to freshmen..","The concepts introduced in CHM 303 will be extended to the structures and reactions of more complex molecules  with an emphasis on how organic chemistry provides the framework for understanding molecular processes in biology. The fundamental concepts of organic chemistry will be illustrated  as often as possible  with examples drawn from biological systems. Appropriate for chemistry and engineering majors  premedical students  and students with an interest in organic chemistry and its central position in the life sciences."
"1164","000333","Integrated Building Studios","Mark Lee","ARC 504","","","Integrated design studios approach architecture from a synthetic perspective. Considerations of structure  environmental technology  building materials and systems  exterior envelope  and site design are integrated directly into the design process through the participation of technical faculty and outside advisors in critiques and reviews. Projects are developed to a high level of detail. At least one course is required for professional M.Arch. students."
"1164","012646","Creativity  Innovation  and Design","Derek B. Lidow Sheila V. Pontis","EGR 392","","","The class mission is to give students an understanding of the sources and processes associated with creativity  innovation  and design - three interdependent capabilities essential to our own well being  as well as to the well being of society. We will study the internal and external factors that relate to our own ability to create  innovate  and design. We will also understand the factors that impact a group's ability to act creatively  to innovate  and to produce practical and appealing designs. The class will consist of readings and case studies as well as individual and group projects."
"1164","000238","Interdisciplinary Research - Keywords in Anthropology Today","João Biehl Didier Fassin","ANT 570","","","This seminar draws inspiration from Raymond Williams's classic book \"Keywords: A Vocabulary of Culture and Society\" and explores two sets of terms: the first are concepts that anthropologists are using to interpret and interact with worlds and emergent forms of life (multispecies  becoming  ethics  moral economy  public ethnography): the second are subjects that anthropologists are studying (borders  punishment  security  environment  neoliberalism  virtual) that speak to a certain state of the world and of the social today. Each key word is analyzed at the crossroads of ethnography and critical theory."
"1164","013048","How the Tabby Cat Got Her Stripes","Shirley M. Tilghman","FRS 144","STN","","See website"
"1164","013601","Beyond Comparison","Naphtali S. Meshel","REL 243","LA","","What does it mean to compare two or more religious phenomena? What are the goals of such studies  and what makes a comparison compelling and useful? We will learn about some of the most important comparative approaches within the study of religion  with a particular focus on the analysis of the categories 'ritual' and 'myth.' We will then carry out our own comparative experiments in which we will observe the slaying of dragons in India and in Europe  and follow the trail of a murderous act from the ancient Near East to the Americas."
"1164","011046","Asian Capital Markets","Jean-Christophe de Swaan","FIN 592","","","Course explores the increasing weight of Asia in global financial markets and its implications. It frames the discussion in the context of the globalization of financial markets  with emphasis on concepts of economic development  institutional reform of markets  and public and private market investments. Discussions combine analysis of historical trends and recent data and events with insights from practical experience in Asian markets. Course explicitly considers China's gradual shift toward a capital market-based financial system and its implications  as well as the potential revival of Japanese capital markets."
"1164","011639","Topics in Modern South Asia - Subaltern Studies","Gyan Prakash","HIS 523","","","This course explores special topics in modern South Asian history. The precise topic varies from year to year."
"1164","012861","Economic Inequality and the Role of Government","Ilyana Kuziemko","ECO 343","SA","ECO 300 or 310 and ECO 302 or 312.","In the US and many other developed countries  economic inequality has risen to historic levels in recent decades. What are the causes of this trend -- \"natural\" market forces (e.g.  globalization?) or changes in public policy (e.g.  erosion of the minimum wage)? Are measures currently proposed to counteract inequality and poverty -- e.g  progressive taxation  transfer programs to low-income families  public insurance programs such as Medicare -- effective? An emphasis is placed on understanding what basic microeconomic theory as well as empirical evidence can (and cannot) tell us about these questions."
